Wavenumber,Percent Transmittance
901.760152,100.753126
902.724601,100.758508
903.689050,100.718512
904.653500,100.699566
905.617949,100.676379
906.582398,100.507811
907.546848,100.378813
908.511297,100.192946
909.475746,100.140068
910.440196,100.147039
911.404645,100.076378
912.369095,100.149471
913.333544,100.337655
914.297993,100.393498
915.262443,100.488036
916.226892,100.458531
917.191341,100.559001
918.155791,100.837261
919.120240,101.065354
920.084689,101.20333
921.049139,101.461281
922.013588,101.55612
922.978038,101.632355
923.942487,101.686755
924.906936,101.700423
925.871386,101.675292
926.835835,101.595636
927.800284,101.402632
928.764734,101.258651
929.729183,101.000324
930.693632,100.691266
931.658082,100.290619
932.622531,99.848
933.586980,99.290782
934.551430,98.8432
935.515879,98.268813
936.480329,97.640168
937.444778,97.101806
938.409227,96.554223
939.373677,96.03528
940.338126,95.605748
941.302575,95.031631
942.267025,94.525678
943.231474,93.958725
944.195923,93.349623
945.160373,92.659106
946.124822,91.993127
947.089272,91.519986
948.053721,91.095254
949.018170,90.551698
949.982620,90.182681
950.947069,89.751808
951.911518,89.308369
952.875968,88.920458
953.840417,88.489909
954.804866,87.871279
955.769316,87.44401
956.733765,86.995653
957.698214,86.481209
958.662664,85.94708
959.627113,85.511887
960.591563,85.184671
961.556012,84.857933
962.520461,84.511721
963.484911,84.353089
964.449360,84.283141
965.413809,84.228806
966.378259,84.1525
967.342708,84.278376
968.307157,84.391533
969.271607,84.491726
970.236056,84.62977
971.200506,84.826158
972.164955,84.987256
973.129404,85.158185
974.093854,85.233413
975.058303,85.249508
976.022752,85.253663
976.987202,85.228193
977.951651,85.002336
978.916100,84.766414
979.880550,84.594976
980.844999,84.500602
981.809448,84.214649
982.773898,83.987563
983.738347,83.852767
984.702797,83.78503
985.667246,83.6226
986.631695,83.505109
987.596145,83.465146
988.560594,83.563985
989.525043,83.559845
990.489493,83.452247
991.453942,83.294378
992.418391,83.198578
993.382841,83.005487
994.347290,82.79297
995.311740,82.631497
996.276189,82.538913
997.240638,82.33939
998.205088,82.05408
999.169537,81.765405
1000.133986,81.61459
1001.098436,81.35708
1002.062885,81.053252
1003.027334,80.751426
1003.991784,80.476627
1004.956233,80.122119
1005.920682,79.769
1006.885132,79.387593
1007.849581,79.131884
1008.814031,78.809425
1009.778480,78.410157
1010.742929,77.948962
1011.707379,77.584562
1012.671828,77.190709
1013.636277,76.796184
1014.600727,76.247866
1015.565176,75.752786
1016.529625,75.301217
1017.494075,74.834735
1018.458524,74.350577
1019.422974,73.930712
1020.387423,73.500151
1021.351872,73.048781
1022.316322,72.549288
1023.280771,72.139542
1024.245220,71.821891
1025.209670,71.575474
1026.174119,71.287427
1027.138568,71.090762
1028.103018,70.859164
1029.067467,70.689139
1030.031916,70.492802
1030.996366,70.385226
1031.960815,70.306849
1032.925265,70.276378
1033.889714,70.218077
1034.854163,70.339148
1035.818613,70.49521
1036.783062,70.709099
1037.747511,70.8899
1038.711961,71.060448
1039.676410,71.174087
1040.640859,71.345372
1041.605309,71.441362
1042.569758,71.521137
1043.534208,71.4906
1044.498657,71.335279
1045.463106,71.110867
1046.427556,70.846181
1047.392005,70.379945
1048.356454,69.838186
1049.320904,69.175091
1050.285353,68.527587
1051.249802,67.817004
1052.214252,67.049631
1053.178701,66.21039
1054.143150,65.411577
1055.107600,64.493145
1056.072049,63.676293
1057.036499,62.904091
1058.000948,62.207027
1058.965397,61.57866
1059.929847,61.025143
1060.894296,60.352958
1061.858745,59.810538
1062.823195,59.341181
1063.787644,58.959625
1064.752093,58.607376
1065.716543,58.326912
1066.680992,58.028535
1067.645442,57.822202
1068.609891,57.58314
1069.574340,57.259317
1070.538790,56.76514
1071.503239,56.236253
1072.467688,55.621287
1073.432138,54.957855
1074.396587,54.118031
1075.361036,53.222956
1076.325486,52.128102
1077.289935,50.91599
1078.254384,49.572093
1079.218834,48.171797
1080.183283,46.65243
1081.147733,45.155807
1082.112182,43.624054
1083.076631,42.152854
1084.041081,40.719547
1085.005530,39.366457
1085.969979,37.914469
1086.934429,36.443503
1087.898878,34.988545
1088.863327,33.61102
1089.827777,32.246763
1090.792226,31.003227
1091.756676,29.851818
1092.721125,28.890456
1093.685574,28.045193
1094.650024,27.442479
1095.614473,26.942405
1096.578922,26.577995
1097.543372,26.310093
1098.507821,26.206344
1099.472270,26.181549
1100.436720,26.385932
1101.401169,26.628813
1102.365618,26.946031
1103.330068,27.271017
1104.294517,27.658833
1105.258967,27.921361
1106.223416,28.035477
1107.187865,27.930357
1108.152315,27.667607
1109.116764,27.108259
1110.081213,26.461273
1111.045663,25.702062
1112.010112,24.8929
1112.974561,24.003192
1113.939011,23.248222
1114.903460,22.562952
1115.867910,22.07571
1116.832359,21.742896
1117.796808,21.700654
1118.761258,21.919195
1119.725707,22.421512
1120.690156,23.153791
1121.654606,24.18172
1122.619055,25.353253
1123.583504,26.712454
1124.547954,28.201666
1125.512403,29.741074
1126.476852,31.094074
1127.441302,32.204634
1128.405751,32.807373
1129.370201,32.973129
1130.334650,32.556777
1131.299099,31.560229
1132.263549,30.011714
1133.227998,28.165324
1134.192447,26.064551
1135.156897,23.905712
1136.121346,21.692884
1137.085795,19.629025
1138.050245,17.72457
1139.014694,16.05964
1139.979144,14.611156
1140.943593,13.468749
1141.908042,12.520855
1142.872492,11.867295
1143.836941,11.309787
1144.801390,10.872714
1145.765840,10.491749
1146.730289,10.200745
1147.694738,9.894097
1148.659188,9.627341
1149.623637,9.325636
1150.588086,9.020125
1151.552536,8.669563
1152.516985,8.405724
1153.481435,8.109528
1154.445884,7.892146
1155.410333,7.595566
1156.374783,7.338537
1157.339232,7.077691
1158.303681,6.915478
1159.268131,6.782021
1160.232580,6.691648
1161.197029,6.547054
1162.161479,6.519271
1163.125928,6.494797
1164.090378,6.493854
1165.054827,6.436026
1166.019276,6.489723
1166.983726,6.585217
1167.948175,6.70374
1168.912624,6.788722
1169.877074,6.935929
1170.841523,7.108026
1171.805972,7.40573
1172.770422,7.650386
1173.734871,7.928078
1174.699320,8.196624
1175.663770,8.544279
1176.628219,8.897378
1177.592669,9.306757
1178.557118,9.701114
1179.521567,10.182132
1180.486017,10.626537
1181.450466,11.141692
1182.414915,11.656537
1183.379365,12.195779
1184.343814,12.684898
1185.308263,13.196246
1186.272713,13.653983
1187.237162,14.201996
1188.201612,14.747847
1189.166061,15.333904
1190.130510,15.895168
1191.094960,16.486213
1192.059409,17.055549
1193.023858,17.697673
1193.988308,18.288525
1194.952757,18.919152
1195.917206,19.53823
1196.881656,20.19456
1197.846105,20.834747
1198.810554,21.52283
1199.775004,22.11923
1200.739453,22.734201
1201.703903,23.289367
1202.668352,23.824131
1203.632801,24.270276
1204.597251,24.713399
1205.561700,25.087102
1206.526149,25.421149
1207.490599,25.633552
1208.455048,25.860181
1209.419497,26.027334
1210.383947,26.171613
1211.348396,26.273935
1212.312846,26.419096
1213.277295,26.54597
1214.241744,26.71218
1215.206194,26.831495
1216.170643,26.930035
1217.135092,26.906207
1218.099542,26.882371
1219.063991,26.772744
1220.028440,26.635043
1220.992890,26.413567
1221.957339,26.23665
1222.921788,26.044415
1223.886238,25.827944
1224.850687,25.48462
1225.815137,25.209345
1226.779586,24.885463
1227.744035,24.570304
1228.708485,24.244751
1229.672934,23.94861
1230.637383,23.652612
1231.601833,23.415925
1232.566282,23.15047
1233.530731,22.9489
1234.495181,22.669347
1235.459630,22.514725
1236.424080,22.404535
1237.388529,22.372784
1238.352978,22.363143
1239.317428,22.467294
1240.281877,22.628689
1241.246326,22.876023
1242.210776,23.15854
1243.175225,23.548541
1244.139674,23.943868
1245.104124,24.443065
1246.068573,24.937647
1247.033022,25.58121
1247.997472,26.289961
1248.961921,27.017502
1249.926371,27.71647
1250.890820,28.415342
1251.855269,28.981973
1252.819719,29.503943
1253.784168,29.885061
1254.748617,30.233252
1255.713067,30.483075
1256.677516,30.789664
1257.641965,31.100712
1258.606415,31.493241
1259.570864,31.927535
1260.535314,32.459775
1261.499763,33.028492
1262.464212,33.521469
1263.428662,33.821426
1264.393111,34.151616
1265.357560,34.452695
1266.322010,34.794258
1267.286459,35.194673
1268.250908,35.645034
1269.215358,36.047911
1270.179807,36.507323
1271.144256,36.881724
1272.108706,37.146604
1273.073155,37.335477
1274.037605,37.474114
1275.002054,37.569674
1275.966503,37.792596
1276.930953,37.964688
1277.895402,38.231346
1278.859851,38.544585
1279.824301,38.983906
1280.788750,39.489619
1281.753199,40.151508
1282.717649,40.860699
1283.682098,41.705442
1284.646548,42.676273
1285.610997,43.745247
1286.575446,44.658003
1287.539896,45.448828
1288.504345,46.103703
1289.468794,46.654443
1290.433244,46.961687
1291.397693,47.317279
1292.362142,47.629658
1293.326592,47.843401
1294.291041,48.005336
1295.255490,48.216369
1296.219940,48.269244
1297.184389,48.349859
1298.148839,48.403215
1299.113288,48.431715
1300.077737,48.499319
1301.042187,48.645812
1302.006636,48.821608
1302.971085,49.193924
1303.935535,49.561892
1304.899984,49.994254
1305.864433,50.398313
1306.828883,50.821561
1307.793332,51.160662
1308.757782,51.466211
1309.722231,51.666446
1310.686680,51.8181
1311.651130,51.90631
1312.615579,51.89182
1313.580028,51.932652
1314.544478,52.000481
1315.508927,52.110919
1316.473376,52.221072
1317.437826,52.254855
1318.402275,52.50912
1319.366724,52.540519
1320.331174,52.921009
1321.295623,53.355372
1322.260073,53.975662
1323.224522,54.588977
1324.188971,55.396898
1325.153421,56.264907
1326.117870,57.191928
1327.082319,57.98823
1328.046769,58.772967
1329.011218,59.401164
1329.975667,59.926931
1330.940117,60.092242
1331.904566,60.306368
1332.869016,60.154828
1333.833465,59.929921
1334.797914,59.362882
1335.762364,58.891474
1336.726813,57.896973
1337.691262,57.153971
1338.655712,56.21944
1339.620161,55.151995
1340.584610,54.099301
1341.549060,53.712715
1342.513509,53.213449
1343.477958,52.962069
1344.442408,52.557359
1345.406857,52.221688
1346.371307,51.674507
1347.335756,51.125788
1348.300205,50.570698
1349.264655,50.011917
1350.229104,49.530898
1351.193553,49.272961
1352.158003,49.036872
1353.122452,48.939374
1354.086901,48.889959
1355.051351,48.781274
1356.015800,48.817123
1356.980250,48.861844
1357.944699,48.61901
1358.909148,48.424222
1359.873598,48.359254
1360.838047,48.041661
1361.802496,47.777542
1362.766946,47.249382
1363.731395,46.478998
1364.695844,46.806658
1365.660294,46.688226
1366.624743,46.450495
1367.589192,46.224223
1368.553642,45.879733
1369.518091,45.491769
1370.482541,45.577582
1371.446990,45.338458
1372.411439,45.114138
1373.375889,44.263237
1374.340338,42.25261
1375.304787,39.98079
1376.269237,38.339694
1377.233686,37.002554
1378.198135,36.638955
1379.162585,37.958604
1380.127034,40.83172
1381.091484,44.035242
1382.055933,47.474187
1383.020382,50.589817
1383.984832,53.643764
1384.949281,56.443429
1385.913730,59.186563
1386.878180,61.50665
1387.842629,63.975943
1388.807078,66.54357
1389.771528,68.993394
1390.735977,70.785899
1391.700426,72.495784
1392.664876,73.844048
1393.629325,75.384647
1394.593775,75.061375
1395.558224,74.570999
1396.522673,75.031742
1397.487123,75.642672
1398.451572,75.86261
1399.416021,74.955864
1400.380471,74.814644
1401.344920,75.368041
1402.309369,75.507717
1403.273819,76.247057
1404.238268,77.210298
1405.202718,77.613098
1406.167167,78.603409
1407.131616,79.485564
1408.096066,79.652215
1409.060515,79.102057
1410.024964,77.391962
1410.989414,75.185711
1411.953863,71.670257
1412.918312,68.404849
1413.882762,65.267439
1414.847211,62.61174
1415.811660,60.319843
1416.776110,58.813447
1417.740559,58.288701
1418.705009,59.025114
1419.669458,58.63683
1420.633907,60.972672
1421.598357,63.143406
1422.562806,65.272891
1423.527255,66.297531
1424.491705,66.274916
1425.456154,66.613852
1426.420603,66.555297
1427.385053,65.479295
1428.349502,64.29506
1429.313952,62.62739
1430.278401,58.728818
1431.242850,56.42855
1432.207300,54.529181
1433.171749,51.888989
1434.136198,49.739127
1435.100648,48.621134
1436.065097,47.102214
1437.029546,42.742572
1437.993996,42.000356
1438.958445,41.243217
1439.922894,40.224689
1440.887344,39.202592
1441.851793,38.313117
1442.816243,37.580478
1443.780692,36.774382
1444.745141,35.936403
1445.709591,35.222967
1446.674040,34.806291
1447.638489,33.689399
1448.602939,31.91656
1449.567388,31.030075
1450.531837,29.596758
1451.496287,27.616079
1452.460736,24.895878
1453.425186,22.936167
1454.389635,20.931315
1455.354084,18.886921
1456.318534,16.286448
1457.282983,15.17331
1458.247432,15.560491
1459.211882,16.203979
1460.176331,16.084071
1461.140780,15.934326
1462.105230,15.479223
1463.069679,15.264298
1464.034128,14.590669
1464.998578,13.594958
1465.963027,13.217315
1466.927477,13.693058
1467.891926,14.762296
1468.856375,17.901133
1469.820825,23.052145
1470.785274,29.684095
1471.749723,38.916538
1472.714173,54.605023
1473.678622,65.534851
1474.643071,73.858311
1475.607521,79.753121
1476.571970,86.53412
1477.536420,91.6973
1478.500869,96.202117
1479.465318,100.123907
1480.429768,103.732211
1481.394217,105.82322
1482.358666,108.099653
1483.323116,110.420713
1484.287565,112.279192
1485.252014,114.000416
1486.216464,116.232941
1487.180913,116.702718
1488.145362,117.864168
1489.109812,120.540137
1490.074261,119.440021
1491.038711,118.905019
1492.003160,120.417977
1492.967609,121.909487
1493.932059,122.835193
1494.896508,125.277147
1495.860957,126.632812
1496.825407,123.212476
1497.789856,125.711442
1498.754305,125.661202
1499.718755,124.446515
1500.683204,126.109534
1501.647654,126.409957
1502.612103,126.523036
1503.576552,128.538197
1504.541002,132.155963
1505.505451,137.454013
1506.469900,132.56511
1507.434350,124.702906
1508.398799,126.145645
1509.363248,127.297086
1510.327698,127.799804
1511.292147,130.28983
1512.256596,129.860019
1513.221046,129.431881
1514.185495,131.920898
1515.149945,132.558217
1516.114394,134.195756
1517.078843,130.76997
1518.043293,129.904439
1519.007742,132.890531
1519.972191,137.441286
1520.936641,135.1007
1521.901090,131.346036
1522.865539,131.335126
1523.829989,133.222561
1524.794438,135.586793
1525.758888,133.107372
1526.723337,133.848275
1527.687786,134.218117
1528.652236,133.617884
1529.616685,134.211752
1530.581134,135.522993
1531.545584,135.964365
1532.510033,137.677664
1533.474482,136.141129
1534.438932,132.774091
1535.403381,134.658606
1536.367830,135.979199
1537.332280,138.217774
1538.296729,143.363404
1539.261179,141.936135
1540.225628,134.695492
1541.190077,137.266479
1542.154527,136.657253
1543.118976,135.519192
1544.083425,137.141571
1545.047875,135.64094
1546.012324,134.307853
1546.976773,136.625832
1547.941223,137.628349
1548.905672,138.909844
1549.870122,137.354713
1550.834571,135.049396
1551.799020,137.257704
1552.763470,138.52579
1553.727919,140.512874
1554.692368,136.031533
1555.656818,137.380785
1556.621267,141.286315
1557.585716,148.215266
1558.550166,138.027104
1559.514615,130.329265
1560.479064,131.599022
1561.443514,135.847647
1562.407963,137.769575
1563.372413,138.633988
1564.336862,139.027024
1565.301311,137.56955
1566.265761,137.686582
1567.230210,138.571283
1568.194659,141.118238
1569.159109,141.864466
1570.123558,135.603985
1571.088007,137.17122
1572.052457,138.317415
1573.016906,138.668465
1573.981356,139.208518
1574.945805,142.368658
1575.910254,141.508445
1576.874704,135.175215
1577.839153,137.166096
1578.803602,138.382606
1579.768052,138.707845
1580.732501,138.845299
1581.696950,138.865159
1582.661400,138.861114
1583.625849,138.877238
1584.590298,138.903019
1585.554748,138.826772
1586.519197,138.80146
1587.483647,138.810506
1588.448096,138.946385
1589.412545,138.854091
1590.376995,138.711394
1591.341444,138.773061
1592.305893,138.776769
1593.270343,139.057969
1594.234792,139.112792
1595.199241,138.785308
1596.163691,138.764225
1597.128140,138.662716
1598.092590,138.755092
1599.057039,138.655655
1600.021488,138.763363
1600.985938,138.682257
1601.950387,138.653295
1602.914836,138.410593
1603.879286,137.926394
1604.843735,137.973016
1605.808184,138.223096
1606.772634,138.001427
1607.737083,137.550774
1608.701532,137.87594
1609.665982,137.326181
1610.630431,137.04182
1611.594881,137.236957
1612.559330,137.123197
1613.523779,137.163764
1614.488229,137.587221
1615.452678,141.031878
1616.417127,141.282372
1617.381577,134.212056
1618.346026,135.478919
1619.310475,136.197434
1620.274925,136.294951
1621.239374,136.672051
1622.203824,138.519057
1623.168273,137.313791
1624.132722,133.835548
1625.097172,135.163733
1626.061621,135.943098
1627.026070,137.258574
1627.990520,135.281008
1628.954969,134.636932
1629.919418,135.100661
1630.883868,135.203426
1631.848317,135.18503
1632.812766,135.513994
1633.777216,138.092578
1634.741665,142.706806
1635.706115,133.168991
1636.670564,133.066703
1637.635013,132.342425
1638.599463,131.954722
1639.563912,132.819674
1640.528361,132.250731
1641.492811,131.763714
1642.457260,130.937752
1643.421709,130.397722
1644.386159,131.660248
1645.350608,133.464521
1646.315058,129.923046
1647.279507,126.64389
1648.243956,123.153039
1649.208406,123.489778
1650.172855,125.415947
1651.137304,128.493879
1652.101754,133.839083
1653.066203,123.318915
1654.030652,116.225596
1654.995102,118.450694
1655.959551,121.164907
1656.924000,122.300208
1657.888450,123.085555
1658.852899,123.895403
1659.817349,124.978034
1660.781798,126.440172
1661.746247,128.4195
1662.710697,127.199342
1663.675146,125.311715
1664.639595,126.902885
1665.604045,127.384342
1666.568494,127.531092
1667.532943,129.361301
1668.497393,131.180613
1669.461842,126.077404
1670.426292,126.217961
1671.390741,125.842155
1672.355190,124.738036
1673.319640,125.75266
1674.284089,128.713458
1675.248538,124.895246
1676.212988,121.40398
